id,bin_pol,grad_pol,mf,a,b,resp,resp_m
1965,conservative,Conservative,authority,4.333333333333333,1.3333333333333333, 4 3 4 2 4 5,3.6666666666666665
1965,conservative,Conservative,purity,2.3333333333333335,2.0, 2 3 2 4 3 2,2.6666666666666665
2436,conservative,Conservative,care,4.0,4.0, 5 0 5 0 5 0,2.5
2436,conservative,Conservative,fairness,5.0,3.0, 5 0 5 5 5 0,3.3333333333333335
2436,conservative,Conservative,ingroup,3.0,5.0, 0 0 5 0 5 0,1.6666666666666667
2436,conservative,Conservative,authority,6.0,2.0, 0 5 5 5 5 5,4.166666666666667
2436,conservative,Conservative,purity,5.0,3.0, 5 0 0 5 5 5,3.3333333333333335
5171,conservative,Conservative,care,6.333333333333333,1.0, 5 5 5 3 5 5,4.666666666666667
5171,conservative,Conservative,fairness,4.333333333333334,2.0, 5 3 4 3 5 0,3.3333333333333335
5171,conservative,Conservative,ingroup,2.3333333333333335,3.6666666666666665, 2 5 2 3 0 0,2.0
5171,conservative,Conservative,authority,5.666666666666666,1.0, 3 5 4 5 4 5,4.333333333333333
5171,conservative,Conservative,purity,5.666666666666666,1.0, 3 3 5 5 5 5,4.333333333333333
7024,conservative,Conservative,care,2.0,3.666666666666666, 3 2 4 0 1 1,1.8333333333333333
7024,conservative,Conservative,fairness,3.0,2.333333333333333, 4 1 4 3 3 1,2.6666666666666665
7024,conservative,Conservative,ingroup,3.6666666666666665,1.6666666666666663, 4 3 1 4 4 3,3.1666666666666665
7024,conservative,Conservative,authority,5.666666666666666,2.0, 4 5 5 5 0 5,4.0
7024,conservative,Conservative,purity,4.666666666666666,2.333333333333333, 1 4 5 1 5 5,3.5
7051,conservative,Conservative,care,3.0,2.6666666666666665, 4 3 5 2 1 1,2.6666666666666665
7051,conservative,Conservative,fairness,4.333333333333333,1.6666666666666663, 4 3 4 4 5 1,3.5
7051,conservative,Conservative,ingroup,4.0,1.6666666666666663, 4 4 3 1 4 4,3.3333333333333335
7051,conservative,Conservative,authority,3.3333333333333335,1.3333333333333333, 2 3 4 3 3 4,3.1666666666666665
7051,conservative,Conservative,purity,1.0,4.666666666666667, 2 1 0 2 1 1,1.1666666666666667
7289,conservative,Slightly Conservative,care,4.0,2.0, 4 5 5 1 2 3,3.3333333333333335
7289,conservative,Slightly Conservative,fairness,2.6666666666666665,2.6666666666666665, 4 1 4 3 2 1,2.5
7289,conservative,Slightly Conservative,ingroup,4.0,1.3333333333333333, 4 5 3 2 3 4,3.5
7289,conservative,Slightly Conservative,authority,4.0,1.0, 3 4 4 3 3 4,3.5
7289,conservative,Slightly Conservative,purity,4.0,2.0, 2 5 5 1 3 4,3.3333333333333335
7360,conservative,Slightly Conservative,care,2.0,2.333333333333333, 1 2 3 3 2 3,2.3333333333333335
7360,conservative,Slightly Conservative,fairness,4.333333333333333,2.0, 4 4 4 5 3 0,3.3333333333333335
7360,conservative,Slightly Conservative,ingroup,2.3333333333333335,2.0, 2 3 2 2 4 3,2.6666666666666665
7360,conservative,Slightly Conservative,authority,4.666666666666666,1.0, 3 3 4 4 4 5,3.8333333333333335
7360,conservative,Slightly Conservative,purity,2.0,2.3333333333333335, 2 3 1 2 3 3,2.3333333333333335
7739,conservative,Conservative,care,4.0,3.0, 4 5 4 0 0 4,2.8333333333333335
7739,conservative,Conservative,fairness,4.666666666666666,1.6666666666666663, 4 4 5 3 5 1,3.6666666666666665
7739,conservative,Conservative,ingroup,4.333333333333333,1.3333333333333333, 4 5 2 3 5 3,3.6666666666666665
7739,conservative,Conservative,authority,5.333333333333333,1.0, 3 5 5 3 4 5,4.166666666666667
7739,conservative,Conservative,purity,4.0,1.3333333333333333, 3 4 2 3 4 5,3.5
8186,conservative,Conservative,care,3.333333333333333,2.6666666666666665, 3 3 5 1 0 4,2.6666666666666665
8186,conservative,Conservative,fairness,4.0,1.6666666666666663, 4 4 4 4 3 1,3.3333333333333335
8186,conservative,Conservative,ingroup,3.333333333333333,1.6666666666666663, 3 3 3 1 4 4,3.0
8186,conservative,Conservative,authority,3.333333333333333,2.333333333333333, 1 1 3 4 4 4,2.8333333333333335
8186,conservative,Conservative,purity,2.333333333333333,2.0, 3 3 3 1 2 3,2.5
8381,conservative,Conservative,care,2.6666666666666665,2.6666666666666665, 3 2 4 1 1 4,2.5
8381,conservative,Conservative,fairness,4.0,2.0, 4 3 4 5 3 0,3.1666666666666665
8381,conservative,Conservative,ingroup,3.6666666666666665,1.6666666666666663, 3 3 3 1 5 4,3.1666666666666665
8381,conservative,Conservative,authority,3.333333333333333,2.6666666666666665, 1 2 1 4 4 5,2.8333333333333335
8381,conservative,Conservative,purity,3.6666666666666665,1.3333333333333333, 3 2 3 4 3 5,3.3333333333333335
9399,conservative,Slightly Conservative,care,3.6666666666666665,1.6666666666666663, 3 4 4 3 1 4,3.1666666666666665
9399,conservative,Slightly Conservative,fairness,4.0,1.0, 4 3 3 4 4 3,3.5
9399,conservative,Slightly Conservative,ingroup,4.0,1.0, 3 3 3 3 5 4,3.5
9399,conservative,Slightly Conservative,authority,3.666666666666667,1.3333333333333333, 2 3 4 3 3 5,3.3333333333333335
9399,conservative,Slightly Conservative,purity,3.6666666666666665,1.6666666666666663, 4 4 1 3 4 3,3.1666666666666665
9455,conservative,Slightly Conservative,care,3.6666666666666665,2.6666666666666665, 2 4 5 1 5 1,3.0
9455,conservative,Slightly Conservative,fairness,2.6666666666666665,2.9999999999999996, 4 1 4 3 1 1,2.3333333333333335
9455,conservative,Slightly Conservative,ingroup,4.333333333333333,1.0, 4 4 3 3 4 4,3.6666666666666665
9455,conservative,Slightly Conservative,authority,4.0,1.3333333333333333, 4 3 2 3 4 5,3.5
9455,conservative,Slightly Conservative,purity,4.0,1.6666666666666663, 3 4 3 1 5 4,3.3333333333333335
9475,conservative,Very Conservative,care,4.0,1.3333333333333333, 3 3 4 5 4 2,3.5
9475,conservative,Very Conservative,fairness,2.6666666666666665,2.0, 4 2 3 4 2 2,2.8333333333333335
9475,conservative,Very Conservative,ingroup,3.333333333333333,1.3333333333333333, 3 3 3 3 5 2,3.1666666666666665
9475,conservative,Very Conservative,authority,4.0,1.0, 3 3 4 4 4 3,3.5
9475,conservative,Very Conservative,purity,2.333333333333333,2.0, 3 3 1 3 3 2,2.5
9677,conservative,Conservative,care,5.0,1.3333333333333333, 2 4 5 5 4 4,4.0
9677,conservative,Conservative,fairness,3.666666666666666,2.6666666666666665, 4 4 4 1 4 0,2.8333333333333335
9677,conservative,Conservative,ingroup,2.333333333333333,3.0, 2 2 4 2 4 0,2.3333333333333335
9677,conservative,Conservative,authority,2.9999999999999996,2.333333333333333, 2 3 3 0 4 4,2.6666666666666665
9677,conservative,Conservative,purity,3.333333333333333,1.6666666666666663, 3 3 4 1 3 4,3.0
11110,conservative,Conservative,care,5.333333333333333,1.0, 4 4 4 5 3 5,4.166666666666667
11110,conservative,Conservative,fairness,4.0,2.0, 4 3 4 4 4 0,3.1666666666666665
11110,conservative,Conservative,ingroup,4.333333333333333,1.0, 3 4 4 3 4 4,3.6666666666666665
11110,conservative,Conservative,authority,4.333333333333333,1.3333333333333333, 2 4 4 3 4 5,3.6666666666666665
11110,conservative,Conservative,purity,2.6666666666666665,1.6666666666666663, 4 3 2 3 2 3,2.8333333333333335
11445,conservative,Conservative,care,3.6666666666666665,1.3333333333333333, 4 4 4 2 3 3,3.3333333333333335
11445,conservative,Conservative,fairness,4.0,1.6666666666666663, 4 3 4 4 4 1,3.3333333333333335
11445,conservative,Conservative,ingroup,3.666666666666666,1.3333333333333333, 3 3 4 2 4 4,3.3333333333333335
11445,conservative,Conservative,authority,4.666666666666666,1.0, 3 3 4 4 4 5,3.8333333333333335
11445,conservative,Conservative,purity,2.9999999999999996,2.333333333333333, 3 3 4 1 4 1,2.6666666666666665
12640,conservative,Conservative,care,3.6666666666666665,1.3333333333333333, 2 4 4 3 3 4,3.3333333333333335
12640,conservative,Conservative,fairness,2.6666666666666665,2.333333333333333, 4 2 2 4 3 1,2.6666666666666665
12640,conservative,Conservative,ingroup,4.333333333333333,1.0, 4 3 3 3 5 4,3.6666666666666665
12640,conservative,Conservative,authority,5.0,1.3333333333333333, 4 4 2 5 4 5,4.0
12640,conservative,Conservative,purity,6.0,1.3333333333333333, 2 5 5 5 5 5,4.5
12802,conservative,Conservative,care,2.3333333333333335,2.6666666666666665, 2 3 4 2 0 3,2.3333333333333335
12802,conservative,Conservative,fairness,4.0,2.333333333333333, 4 2 4 5 4 0,3.1666666666666665
12802,conservative,Conservative,ingroup,2.0,2.333333333333333, 2 2 3 2 4 2,2.5
12802,conservative,Conservative,authority,3.3333333333333335,1.3333333333333333, 3 2 4 4 3 3,3.1666666666666665
12802,conservative,Conservative,purity,2.333333333333333,1.6666666666666663, 3 3 2 3 2 3,2.6666666666666665
14030,conservative,Conservative,care,5.0,1.6666666666666663, 4 4 4 5 1 5,3.8333333333333335
14030,conservative,Conservative,fairness,4.666666666666666,1.6666666666666663, 4 4 5 4 4 1,3.6666666666666665
14030,conservative,Conservative,ingroup,4.0,1.0, 3 3 3 3 5 4,3.5
14030,conservative,Conservative,authority,4.666666666666667,1.0, 3 4 3 5 3 5,3.8333333333333335
14030,conservative,Conservative,purity,4.333333333333334,1.0, 3 4 4 3 3 5,3.6666666666666665
14296,conservative,Conservative,care,6.333333333333333,1.0, 5 4 5 5 4 5,4.666666666666667
14296,conservative,Conservative,fairness,4.666666666666666,2.0, 4 4 4 5 4 0,3.5
14296,conservative,Conservative,ingroup,6.0,1.0, 4 4 5 5 5 4,4.5
14296,conservative,Conservative,authority,5.666666666666666,1.0, 3 4 5 4 5 5,4.333333333333333
14296,conservative,Conservative,purity,5.333333333333333,1.0, 4 4 5 4 4 4,4.166666666666667
14458,conservative,Slightly Conservative,care,4.0,2.0, 3 4 5 3 0 4,3.1666666666666665
14458,conservative,Slightly Conservative,fairness,4.0,1.0, 4 3 3 4 4 3,3.5
14458,conservative,Slightly Conservative,ingroup,5.0,1.0, 4 4 5 3 4 4,4.0
14458,conservative,Slightly Conservative,authority,4.0,1.3333333333333333, 3 3 2 3 5 5,3.5
14458,conservative,Slightly Conservative,purity,1.3333333333333333,3.6666666666666665, 2 2 1 2 3 0,1.6666666666666667
15655,conservative,Conservative,care,2.6666666666666665,3.0, 1 3 5 3 0 2,2.3333333333333335
15655,conservative,Conservative,fairness,4.0,2.0, 4 3 4 4 4 0,3.1666666666666665
15655,conservative,Conservative,ingroup,2.6666666666666665,2.6666666666666665, 4 3 2 2 4 0,2.5
15655,conservative,Conservative,authority,2.9999999999999996,3.3333333333333335, 0 2 4 4 0 4,2.3333333333333335
15655,conservative,Conservative,purity,2.0,3.333333333333333, 3 2 4 1 1 1,2.0
15700,conservative,Slightly Conservative,care,4.0,1.3333333333333333, 3 3 5 4 2 4,3.5
15700,conservative,Slightly Conservative,fairness,4.0,2.0, 4 5 4 4 1 2,3.3333333333333335
15700,conservative,Slightly Conservative,ingroup,4.0,1.6666666666666663, 4 4 2 2 4 5,3.5
15700,conservative,Slightly Conservative,authority,6.333333333333333,1.0, 4 5 4 5 5 5,4.666666666666667
15700,conservative,Slightly Conservative,purity,2.9999999999999996,1.6666666666666663, 2 4 3 2 3 4,3.0
16897,conservative,Very Conservative,care,3.333333333333333,2.6666666666666665, 3 3 4 1 0 5,2.6666666666666665
16897,conservative,Very Conservative,fairness,4.666666666666666,2.0, 4 3 4 5 5 0,3.5
16897,conservative,Very Conservative,ingroup,3.333333333333333,3.0, 3 1 5 2 5 0,2.6666666666666665
16897,conservative,Very Conservative,authority,4.666666666666666,1.0, 4 3 4 5 4 3,3.8333333333333335
16897,conservative,Very Conservative,purity,4.333333333333334,1.3333333333333333, 2 4 5 3 3 5,3.6666666666666665
18533,conservative,Conservative,care,4.333333333333333,2.0, 3 3 5 5 0 4,3.3333333333333335
18533,conservative,Conservative,fairness,4.0,2.0, 4 3 3 4 5 0,3.1666666666666665
18533,conservative,Conservative,ingroup,3.0,3.0, 4 1 2 3 5 0,2.5
18533,conservative,Conservative,authority,5.0,1.6666666666666663, 4 3 1 5 5 5,3.8333333333333335
18533,conservative,Conservative,purity,4.0,1.6666666666666663, 4 4 5 1 3 3,3.3333333333333335
19130,conservative,Very Conservative,care,4.666666666666666,2.0, 5 4 5 4 0 3,3.5
19130,conservative,Very Conservative,fairness,5.0,2.0, 4 4 5 5 4 0,3.6666666666666665
19130,conservative,Very Conservative,ingroup,6.0,2.0, 5 5 5 0 5 5,4.166666666666667
19130,conservative,Very Conservative,authority,4.333333333333333,2.333333333333333, 1 4 1 5 4 5,3.3333333333333335
19130,conservative,Very Conservative,purity,5.0,2.0, 4 4 5 0 5 4,3.6666666666666665
19413,conservative,Slightly Conservative,care,4.333333333333333,2.333333333333333, 4 4 5 1 1 5,3.3333333333333335
19413,conservative,Slightly Conservative,fairness,5.0,1.3333333333333333, 4 5 4 4 5 2,4.0
19413,conservative,Slightly Conservative,ingroup,2.6666666666666665,2.0, 3 3 2 1 4 3,2.6666666666666665
19413,conservative,Slightly Conservative,authority,3.333333333333333,1.3333333333333333, 2 3 3 4 3 4,3.1666666666666665
19413,conservative,Slightly Conservative,purity,2.6666666666666665,1.6666666666666663, 4 3 3 2 2 3,2.8333333333333335
19656,conservative,Very Conservative,care,4.666666666666666,2.0, 3 5 5 0 4 4,3.5
19656,conservative,Very Conservative,fairness,2.6666666666666665,2.333333333333333, 3 2 3 4 3 0,2.5
19656,conservative,Very Conservative,ingroup,3.0,1.6666666666666663, 2 2 3 3 5 3,3.0
19656,conservative,Very Conservative,authority,4.0,1.3333333333333333, 2 4 3 4 3 5,3.5
19656,conservative,Very Conservative,purity,5.333333333333333,1.0, 3 4 5 4 4 5,4.166666666666667
19876,conservative,Very Conservative,care,2.666666666666667,3.0, 3 0 4 3 0 3,2.1666666666666665
19876,conservative,Very Conservative,fairness,3.333333333333333,2.0, 3 3 4 3 4 0,2.8333333333333335
19876,conservative,Very Conservative,ingroup,4.333333333333334,1.3333333333333333, 3 2 4 3 5 5,3.6666666666666665
19876,conservative,Very Conservative,authority,5.0,1.0, 3 4 4 3 5 5,4.0
19876,conservative,Very Conservative,purity,4.0,1.0, 4 4 3 3 3 4,3.5
19907,conservative,Slightly Conservative,care,2.9999999999999996,3.0, 1 3 2 5 0 4,2.5
19907,conservative,Slightly Conservative,fairness,4.666666666666666,2.0, 3 4 4 5 5 0,3.5
19907,conservative,Slightly Conservative,ingroup,4.0,2.333333333333333, 4 4 2 0 5 4,3.1666666666666665
19907,conservative,Slightly Conservative,authority,3.333333333333333,2.6666666666666665, 0 1 4 3 4 4,2.6666666666666665
19907,conservative,Slightly Conservative,purity,1.0,6.666666666666666, 1 0 0 0 0 0,0.1666666666666666
20061,conservative,Very Conservative,care,2.6666666666666665,1.6666666666666663, 2 4 3 2 3 3,2.8333333333333335
20061,conservative,Very Conservative,fairness,3.0,1.6666666666666663, 3 2 4 4 3 2,3.0
20061,conservative,Very Conservative,ingroup,4.0,1.0, 3 3 3 4 4 4,3.5
20061,conservative,Very Conservative,authority,3.666666666666666,1.3333333333333333, 3 3 4 4 2 4,3.3333333333333335
20061,conservative,Very Conservative,purity,5.0,1.0, 3 4 5 4 4 4,4.0
20121,conservative,Conservative,care,2.333333333333333,2.333333333333333, 2 3 3 3 0 3,2.3333333333333335
20121,conservative,Conservative,fairness,2.9999999999999996,2.0, 3 3 3 3 4 0,2.6666666666666665
20121,conservative,Conservative,ingroup,2.0,2.6666666666666665, 2 2 2 2 5 2,2.5
20121,conservative,Conservative,authority,2.333333333333333,2.333333333333333, 2 2 2 4 2 4,2.6666666666666665
20121,conservative,Conservative,purity,1.3333333333333333,2.6666666666666665, 2 2 2 2 2 3,2.1666666666666665
20344,conservative,Conservative,care,3.333333333333333,2.333333333333333, 3 4 4 2 0 4,2.8333333333333335
20344,conservative,Conservative,fairness,4.0,2.0, 3 3 4 5 4 0,3.1666666666666665
20344,conservative,Conservative,ingroup,2.9999999999999996,2.333333333333333, 2 2 1 3 5 4,2.8333333333333335
20344,conservative,Conservative,authority,4.0,1.6666666666666663, 1 3 3 4 4 5,3.3333333333333335
20344,conservative,Conservative,purity,5.0,1.3333333333333333, 2 3 5 4 5 5,4.0
21052,conservative,Slightly Conservative,care,3.0,2.0, 3 3 4 3 0 3,2.6666666666666665
21052,conservative,Slightly Conservative,fairness,3.333333333333333,1.3333333333333333, 3 3 4 3 4 2,3.1666666666666665
21052,conservative,Slightly Conservative,ingroup,3.0,1.6666666666666663, 2 4 3 2 4 3,3.0
21052,conservative,Slightly Conservative,authority,4.0,1.3333333333333333, 3 3 2 4 4 5,3.5
21052,conservative,Slightly Conservative,purity,2.9999999999999996,1.3333333333333333, 3 3 3 3 2 4,3.0
21639,conservative,Conservative,care,2.3333333333333335,5.0, 0 0 5 3 0 0,1.3333333333333333
21639,conservative,Conservative,fairness,1.3333333333333333,4.333333333333333, 3 2 2 1 0 0,1.3333333333333333
21639,conservative,Conservative,ingroup,3.0,2.0, 3 3 0 3 4 3,2.6666666666666665
21639,conservative,Conservative,authority,4.666666666666667,1.0, 3 4 3 4 5 4,3.8333333333333335
21639,conservative,Conservative,purity,1.6666666666666663,4.666666666666666, 3 1 0 3 0 0,1.1666666666666667
22179,conservative,Slightly Conservative,care,5.0,2.0, 5 4 4 5 0 4,3.6666666666666665
22179,conservative,Slightly Conservative,fairness,2.0,2.6666666666666665, 3 2 3 2 3 0,2.1666666666666665
22179,conservative,Slightly Conservative,ingroup,3.6666666666666665,1.6666666666666663, 3 2 5 2 5 3,3.3333333333333335
22179,conservative,Slightly Conservative,authority,3.0,1.6666666666666663, 3 3 2 2 5 3,3.0
22179,conservative,Slightly Conservative,purity,1.3333333333333333,3.3333333333333335, 1 3 2 1 2 2,1.8333333333333333
22330,conservative,Slightly Conservative,care,4.0,1.3333333333333333, 4 4 3 4 2 4,3.5
22330,conservative,Slightly Conservative,fairness,4.666666666666666,1.6666666666666663, 3 4 5 4 5 1,3.6666666666666665
22330,conservative,Slightly Conservative,ingroup,4.333333333333333,1.0, 3 3 4 3 5 4,3.6666666666666665
22330,conservative,Slightly Conservative,authority,5.0,1.0, 3 5 4 3 4 5,4.0
22330,conservative,Slightly Conservative,purity,3.0000000000000004,1.3333333333333333, 3 4 3 3 3 2,3.0
22709,conservative,Conservative,care,3.6666666666666665,2.3333333333333335, 3 3 5 0 2 5,3.0
22709,conservative,Conservative,fairness,3.333333333333333,3.0, 3 3 5 4 0 0,2.5
22709,conservative,Conservative,ingroup,4.333333333333333,2.0, 3 5 4 0 5 3,3.3333333333333335
22709,conservative,Conservative,authority,4.666666666666666,1.6666666666666663, 2 2 5 5 4 5,3.8333333333333335
22709,conservative,Conservative,purity,6.333333333333333,1.0, 5 5 5 3 5 5,4.666666666666667
22754,conservative,Conservative,care,2.0,3.333333333333333, 2 4 2 0 1 3,2.0
22754,conservative,Conservative,fairness,3.333333333333333,2.333333333333333, 3 3 2 4 5 0,2.8333333333333335
22754,conservative,Conservative,ingroup,4.0,1.0, 3 4 3 3 5 3,3.5
22754,conservative,Conservative,authority,4.666666666666666,1.0, 3 3 3 5 4 5,3.8333333333333335
22754,conservative,Conservative,purity,5.0,1.3333333333333333, 5 4 4 4 5 2,4.0
22845,conservative,Conservative,care,5.0,1.6666666666666663, 4 4 5 5 1 4,3.8333333333333335
22845,conservative,Conservative,fairness,3.333333333333333,2.333333333333333, 3 4 4 2 4 0,2.8333333333333335
22845,conservative,Conservative,ingroup,3.333333333333333,1.3333333333333333, 4 3 3 4 2 3,3.1666666666666665
22845,conservative,Conservative,authority,5.0,1.0, 3 4 4 5 3 5,4.0
22845,conservative,Conservative,purity,2.3333333333333335,2.9999999999999996, 3 4 3 1 1 1,2.1666666666666665
23247,conservative,Conservative,care,4.0,2.333333333333333, 2 4 5 0 4 4,3.1666666666666665
23247,conservative,Conservative,fairness,3.6666666666666665,1.3333333333333333, 3 3 2 3 5 4,3.3333333333333335
23247,conservative,Conservative,ingroup,5.666666666666666,1.0, 4 4 4 4 5 5,4.333333333333333
23247,conservative,Conservative,authority,4.666666666666666,1.0, 3 5 3 5 4 3,3.8333333333333335
23247,conservative,Conservative,purity,5.0,2.3333333333333335, 0 5 5 2 5 5,3.6666666666666665
23803,conservative,Slightly Conservative,care,2.6666666666666665,2.3333333333333335, 3 3 4 3 0 2,2.5
23803,conservative,Slightly Conservative,fairness,1.6666666666666663,3.3333333333333335, 3 0 2 3 2 1,1.8333333333333333
23803,conservative,Slightly Conservative,ingroup,2.9999999999999996,2.0, 2 3 2 2 5 4,3.0
23803,conservative,Slightly Conservative,authority,3.3333333333333335,1.6666666666666663, 3 3 1 3 5 3,3.0
23803,conservative,Slightly Conservative,purity,1.3333333333333333,4.0, 1 1 2 1 1 3,1.5
24080,conservative,Slightly Conservative,care,3.3333333333333335,2.6666666666666665, 2 2 5 5 0 3,2.8333333333333335
24080,conservative,Slightly Conservative,fairness,3.6666666666666665,2.6666666666666665, 2 4 1 1 5 5,3.0
24080,conservative,Slightly Conservative,ingroup,1.6666666666666663,4.0, 2 2 0 2 0 4,1.6666666666666667
24080,conservative,Slightly Conservative,authority,1.0,5.0, 0 0 2 2 0 2,1.0
24080,conservative,Slightly Conservative,purity,1.0,5.666666666666666, 1 1 0 2 0 0,0.6666666666666666
24100,conservative,Slightly Conservative,care,3.6666666666666665,1.3333333333333333, 3 4 4 3 2 4,3.3333333333333335
24100,conservative,Slightly Conservative,fairness,2.3333333333333335,2.3333333333333335, 2 1 3 4 3 2,2.5
24100,conservative,Slightly Conservative,ingroup,2.333333333333333,2.333333333333333, 3 2 0 3 3 3,2.3333333333333335
24100,conservative,Slightly Conservative,authority,2.0,3.0, 2 2 2 4 0 3,2.1666666666666665
24100,conservative,Slightly Conservative,purity,4.333333333333334,1.3333333333333333, 2 3 4 3 5 5,3.6666666666666665
24983,conservative,Conservative,care,2.6666666666666665,2.3333333333333335, 3 3 3 0 2 4,2.5
24983,conservative,Conservative,fairness,2.0,3.0, 2 2 3 4 2 0,2.1666666666666665
24983,conservative,Conservative,ingroup,2.3333333333333335,2.6666666666666665, 3 4 1 3 1 2,2.3333333333333335
24983,conservative,Conservative,authority,3.6666666666666665,1.6666666666666663, 1 3 3 3 4 5,3.1666666666666665
24983,conservative,Conservative,purity,3.0,4.666666666666666, 0 1 5 0 0 5,1.8333333333333333
25388,conservative,Conservative,care,5.0,1.0, 4 3 4 3 5 5,4.0
25388,conservative,Conservative,fairness,2.6666666666666665,2.333333333333333, 1 3 4 4 2 2,2.6666666666666665
25388,conservative,Conservative,ingroup,5.666666666666667,1.0, 5 4 5 3 5 4,4.333333333333333
25388,conservative,Conservative,authority,5.333333333333333,1.0, 4 4 3 4 5 5,4.166666666666667
25388,conservative,Conservative,purity,5.0,1.3333333333333333, 2 4 4 5 5 4,4.0
